,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,snap_id,maven_id,maven_url,dnf_id,yay_id,new_addition
491,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,524.0,174.0,50.0,65.0,49.0,3470.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,['tensorflow'],,243.0,59.0,59.0,https://pypi.org/project/adanet,243.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
492,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-01-20 00:01:11.000000,2024-01-20 00:01:11,1576.0,,243.0,32.0,2015.0,2.0,654.0,3125.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,35.0,24,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,2677.0,21765.0,,,https://pypi.org/project/towhee,21682.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
493,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,507.0,110.0,73.0,183.0,117.0,3081.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,,4654.0,1037.0,137.0,137.0,https://pypi.org/project/xlearn,977.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
494,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2024-06-17 16:48:21.000000,2024-06-17 16:48:16,471.0,1.0,321.0,67.0,318.0,50.0,124.0,2838.0,DDSP: Differentiable Digital Signal Processing.,32.0,24,True,2023-04-26 19:23:09,3.5.1,23.0,ddsp,conda-forge/ddsp,,['tensorflow'],,1754.0,58.0,58.0,https://pypi.org/project/ddsp,1409.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,17273.0,3.0,,,,,,,,,,,,,,,,,,,,
495,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2024-06-16 15:59:22.000000,2024-05-06 14:20:38,944.0,,172.0,20.0,78.0,101.0,177.0,2814.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,31.0,24,True,2023-03-03 01:24:36,1.0.0,3.0,ffcv,,,,,910.0,53.0,53.0,https://pypi.org/project/ffcv,910.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
496,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2024-08-13 11:33:51.000000,2024-08-13 11:33:04,2300.0,3.0,692.0,80.0,205.0,196.0,469.0,2767.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",151.0,24,True,,,,tf-agents,,,['tensorflow'],,46609.0,,,https://pypi.org/project/tf-agents,46609.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
497,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,137.0,29.0,200.0,16.0,73.0,2733.0,HiPlot makes understanding high dimensional data easy.,9.0,24,False,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,47624.0,432.0,432.0,https://pypi.org/project/hiplot,43924.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,199800.0,3.0,,,,,,,,,,,,,,,,,,,,
498,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 20:31:57.000000,2024-03-18 20:31:55,556.0,,468.0,98.0,43.0,78.0,240.0,2733.0,Learning to Rank in TensorFlow.,34.0,24,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,['tensorflow'],,79507.0,,,https://pypi.org/project/tensorflow_ranking,79507.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
499,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,320.0,92.0,2157.0,196.0,982.0,2689.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",53.0,24,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,14360.0,,,https://pypi.org/project/pymars,14360.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2024-08-13 16:15:34.495000,2024-08-12 14:54:41,1058.0,5.0,405.0,125.0,144.0,174.0,247.0,2633.0,PYthon svg GrAph plotting Library.,77.0,24,False,2015-02-16 16:54:22,1.7.0,6.0,pygal,conda-forge/pygal,,,,395836.0,,,https://pypi.org/project/pygal,393231.0,https://anaconda.org/conda-forge/pygal,2024-08-13 16:15:34.495,49498.0,2.0,,,,,,,,,,,,,,,,,,,,
501,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,,329.0,32.0,695.0,11.0,151.0,2626.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,24,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,234.0,103.0,103.0,https://pypi.org/project/promptsource,234.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
502,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-06-18 18:31:40.000000,2023-07-01 21:40:58,1936.0,,362.0,39.0,91.0,28.0,158.0,2597.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,24,False,2022-09-04 16:37:07,0.54.0,42.0,torch-geometric-temporal,,,['pytorch'],,1720.0,,,https://pypi.org/project/torch-geometric-temporal,1720.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
503,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-08-13 04:55:37.000000,2023-07-23 14:42:27,191.0,,480.0,38.0,246.0,18.0,285.0,2575.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,24,False,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,['pytorch'],,38805.0,,,https://pypi.org/project/pytorch-tabnet,38570.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,7537.0,2.0,,,,,,,,,,,,,,,,,,,,
504,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-08-05 23:13:42.000000,2024-07-02 07:21:59,2916.0,8.0,979.0,123.0,523.0,58.0,300.0,2569.0,IPython Parallel: Interactive Parallel Computing in Python.,113.0,24,False,,,30.0,ipyparallel,conda-forge/ipyparallel,,['jupyter'],,523420.0,,,https://pypi.org/project/ipyparallel,499909.0,https://anaconda.org/conda-forge/ipyparallel,2024-04-05 13:21:22.787,1081533.0,3.0,,,,,,,,,,,,,,,,,,,,
505,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,712.0,167.0,94.0,124.0,358.0,2480.0,An Algorithmic Trading Library for Crypto-Assets in Python.,152.0,24,False,,,,enigma-catalyst,,,,,420.0,26.0,26.0,https://pypi.org/project/enigma-catalyst,420.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
506,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,605.0,88.0,29.0,19.0,52.0,2355.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,23071.0,677.0,677.0,https://pypi.org/project/python_speech_features,23071.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
507,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,298.0,65.0,14.0,25.0,47.0,2284.0,Stand-alone language identification system.,9.0,24,False,,,,langid,,,,,357150.0,11472.0,11472.0,https://pypi.org/project/langid,357150.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
508,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,,225.0,63.0,31.0,60.0,95.0,2255.0,Fast and Easy Infinite Neural Networks in Python.,29.0,24,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,447.0,2530.0,110.0,110.0,https://pypi.org/project/neural-tangents,2522.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
509,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2024-03-06 06:55:28.000000,2024-03-06 06:55:14,388.0,,284.0,55.0,14.0,21.0,80.0,2230.0,Beautiful visualizations of how language differs among document types.,14.0,24,True,2017-03-13 05:31:21,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,17385.0,602.0,602.0,https://pypi.org/project/scattertext,16251.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,95312.0,3.0,,,,,,,,,,,,,,,,,,,,
510,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,253.0,55.0,56.0,19.0,50.0,2208.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,False,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,,['pytorch'],,6308.0,706.0,706.0,https://pypi.org/project/pytorch-nlp,6308.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
511,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2024-07-17 19:00:35.000000,2024-07-17 19:00:21,2319.0,5.0,240.0,38.0,39.0,6.0,114.0,2127.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,20.0,24,False,2022-12-04 19:04:05,_10304,100.0,karateclub,conda-forge/karateclub,,,,7178.0,257.0,257.0,https://pypi.org/project/karateclub,6659.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,25472.0,2.0,,,,,,,,,,,,,,,,,,,,
512,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,,664.0,84.0,48.0,22.0,64.0,2104.0,Common financial technical indicators implemented in Pandas.,28.0,24,False,2021-04-03 08:51:49,1.3,18.0,finta,,,,,12323.0,526.0,526.0,https://pypi.org/project/finta,12323.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-07-16 07:33:35.000000,2024-07-15 22:10:03,578.0,7.0,147.0,56.0,463.0,58.0,102.0,1974.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,32.0,24,True,2023-08-31 20:07:52,1.1.10,25.0,hivemind,,,,,1443.0,108.0,108.0,https://pypi.org/project/hivemind,1443.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-08-14 14:03:46.000000,2024-08-14 14:03:41,882.0,12.0,434.0,61.0,351.0,86.0,92.0,1916.0,Library for training machine learning models with privacy for training data.,59.0,24,True,2024-02-14 19:18:00,0.9.0,18.0,tensorflow-privacy,,,['tensorflow'],167.0,18948.0,,,https://pypi.org/project/tensorflow-privacy,18946.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,305.0,56.0,1313.0,201.0,810.0,1848.0,A toolkit for reproducible reinforcement learning research.,79.0,24,False,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,['tensorflow'],,448.0,111.0,111.0,https://pypi.org/project/garage,448.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
516,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2024-08-16 19:10:13.000000,2024-08-16 19:10:08,367.0,2.0,266.0,50.0,319.0,229.0,184.0,1807.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,43.0,24,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,['tensorflow'],,375025.0,,,https://pypi.org/project/tensorflow-recommenders,375025.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-06-10 12:08:43.000000,2024-06-10 12:07:33,223.0,1.0,191.0,32.0,20.0,2.0,91.0,1693.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,24,True,,,45.0,autoviz,conda-forge/autoviz,,,,41864.0,735.0,735.0,https://pypi.org/project/autoviz,40223.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,59109.0,3.0,,,,,,,,,,,,,,,,,,,,
518,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2024-03-17 06:23:46.000000,2023-04-20 14:53:46,460.0,,235.0,49.0,49.0,23.0,91.0,1613.0,Contextually-keyed word vectors.,19.0,24,False,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,67155.0,4106.0,394.0,394.0,https://pypi.org/project/sense2vec,2037.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,43904.0,3.0,,,,,,,,,,,,,,,,,,,,
519,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2024-08-14 21:06:33.000000,2024-08-14 20:38:00,159.0,2.0,162.0,103.0,189.0,26.0,25.0,1498.0,fklearn: Functional Machine Learning.,55.0,24,True,2024-08-14 21:06:33,4.0.0,32.0,fklearn,,,,,1846.0,14.0,14.0,https://pypi.org/project/fklearn,1846.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
520,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,396.0,90.0,165.0,100.0,224.0,1363.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,24,False,2019-10-09 19:33:30,0.6.0,8.0,niftynet,,,['tensorflow'],,129.0,45.0,45.0,https://pypi.org/project/niftynet,129.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
521,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-06-09 12:18:48.000000,2024-06-07 09:11:54,678.0,2.0,160.0,49.0,163.0,21.0,383.0,1357.0,moDel Agnostic Language for Exploration and eXplanation.,25.0,24,False,2022-09-10 12:32:33,python-v1.5.0,7.0,dalex,conda-forge/dalex,,,,21962.0,177.0,177.0,https://pypi.org/project/dalex,21610.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,15154.0,3.0,,,,,,,,,,,,,,,,,,,,
522,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2024-06-12 09:16:57.000000,2022-05-22 23:59:48,1219.0,,164.0,32.0,24.0,36.0,34.0,1278.0,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,24,False,2019-01-20 13:14:03,0.7.2,15.0,sklearn-porter,,,['sklearn'],,719.0,64.0,64.0,https://pypi.org/project/sklearn-porter,719.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
523,ChainerRL,chainer/chainerrl,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30,3471.0,,221.0,71.0,415.0,51.0,147.0,1161.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,28.0,24,False,2020-02-14 05:32:03,0.8.0,8.0,chainerrl,,,,,423.0,170.0,170.0,https://pypi.org/project/chainerrl,423.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
524,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2024-08-14 00:01:42.000000,2023-11-17 10:59:26,412.0,,182.0,33.0,74.0,2.0,86.0,1037.0,Layers Outputs and Gradients in Keras. Made easy.,16.0,24,True,2021-06-19 16:14:57,4.5.0,10.0,keract,,,['tensorflow'],,5162.0,221.0,221.0,https://pypi.org/project/keract,5162.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,Runhouse,run-house/runhouse,ml-frameworks,,https://github.com/run-house/runhouse,https://github.com/run-house/runhouse,Apache-2.0,2022-05-10 14:10:51.000,2024-08-19 12:52:43.000000,2024-08-19 12:51:01,1651.0,262.0,35.0,10.0,1115.0,10.0,41.0,949.0,"Orchestrate heterogeneous ML workloads in Python, like PyTorch for ML infra. Iterable, debuggable, multi-cloud,..",15.0,24,True,2024-07-26 08:51:01,0.0.32,30.0,runhouse,,,,31.0,13361.0,,,https://pypi.org/project/runhouse,13360.0,,,,3.0,,,,,,,,,,,,,,,,,,,,True
526,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2024-06-27 20:02:41.000000,2024-06-27 20:02:41,240.0,15.0,85.0,18.0,160.0,20.0,94.0,855.0,Bayesian active learning library for research and industrial usecases.,23.0,24,True,2024-06-11 15:47:05,2.0.0,16.0,baal,conda-forge/baal,,,,1870.0,59.0,59.0,https://pypi.org/project/baal,1652.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,9392.0,3.0,,,,,,,,,,,,,,,,,,,,
527,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-07-25 14:12:05.000000,2024-07-25 14:12:02,966.0,4.0,167.0,49.0,85.0,24.0,144.0,756.0,Library for exploring and validating machine learning data.,26.0,24,True,2024-04-24 23:26:22,1.15.1,45.0,tensorflow-data-validation,,,"['tensorflow', 'jupyter']",752.0,208304.0,,,https://pypi.org/project/tensorflow-data-validation,208294.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
528,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2023-01-03 21:24:56.000000,2023-01-03 21:24:56,1146.0,,158.0,33.0,25.0,34.0,236.0,742.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,8.0,24,False,2019-04-04 19:44:59,0.8.2,29.0,neupy,,,,,1851.0,175.0,175.0,https://pypi.org/project/neupy,1851.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
529,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,131.0,131.0,91.0,34.0,67.0,661.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,22.0,24,False,2019-06-03 21:24:10,0.10.2,14.0,mapboxgl,,,['jupyter'],,13258.0,207.0,207.0,https://pypi.org/project/mapboxgl,13258.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
530,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2024-07-30 17:53:48.000000,2024-07-30 17:53:48,3762.0,11.0,67.0,46.0,358.0,19.0,397.0,550.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,24,False,2024-03-08 20:13:23,5.0.1,71.0,skll,conda-forge/skll,,['sklearn'],14.0,1089.0,44.0,44.0,https://pypi.org/project/skll,612.0,https://anaconda.org/conda-forge/skll,2024-03-09 00:32:37.185,15767.0,3.0,,,,,,,,,,,,,,,,,,,,
531,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2024-08-16 04:24:44.000000,2024-08-15 14:39:23,2327.0,48.0,40.0,12.0,12.0,11.0,59.0,500.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,8.0,24,True,2024-08-14 15:06:05,4.8.0,31.0,hyperactive,,,,208.0,3639.0,33.0,33.0,https://pypi.org/project/hyperactive,3636.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
532,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-07-28 17:27:34.085000,2024-07-25 12:35:52,6718.0,9.0,137.0,36.0,397.0,30.0,138.0,382.0,Neuroimaging in Python FMRI analysis package.,69.0,24,False,,,3.0,nipy,conda-forge/nipy,,,,120356.0,232.0,232.0,https://pypi.org/project/nipy,2501.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,117855.0,3.0,,,,,,,,,,,,,,,,,,,,
533,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-07-08 15:42:44.119000,2024-06-26 08:01:19,535.0,3.0,39.0,5.0,16.0,7.0,49.0,330.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,24,True,2024-02-18 18:56:53,0.9.0,9.0,scikit-posthocs,conda-forge/scikit-posthocs,,['sklearn'],56.0,126374.0,796.0,796.0,https://pypi.org/project/scikit-posthocs,105561.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-07-08 15:42:44.119,957418.0,3.0,,,,,,,,,,,,,,,,,,,,
534,pandas-ai,gventuri/pandas-ai,others,,https://github.com/Sinaptik-AI/pandas-ai,https://github.com/Sinaptik-AI/pandas-ai,,2023-04-22 12:58:01.000,2024-08-14 08:20:09.000000,2024-08-13 16:24:49,1043.0,95.0,1157.0,102.0,501.0,100.0,562.0,12363.0,"Chat with your database (SQL, CSV, pandas, polars, mongodb, noSQL, etc). PandasAI makes data analysis conversational..",86.0,23,False,2024-08-06 09:48:26,2.2.14,100.0,pandas-ai,,,,,,,,https://pypi.org/project/pandas-ai,,,,,3.0,,,,,,Sinaptik-AI/pandas-ai,,,,,,,,,,,,,,
535,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2024-06-16 11:20:30.000000,2024-06-16 11:20:30,100.0,1.0,1793.0,206.0,73.0,89.0,37.0,10394.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,32.0,23,True,,,,english-words,,,,,74603.0,2.0,2.0,https://pypi.org/project/english-words,74603.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
536,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2024-06-12 19:34:23.000000,2023-03-04 05:19:44,2327.0,,600.0,146.0,1362.0,113.0,987.0,8011.0,Production infrastructure for machine learning at scale.,25.0,23,False,2022-09-23 18:01:31,0.42.1,63.0,cortex,,,,,926.0,,,https://pypi.org/project/cortex,926.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
537,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,,1594.0,458.0,698.0,24.0,441.0,7313.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,23,False,2021-01-06 07:16:21,2.2.4,76.0,tensorlayer,,,['tensorflow'],2348.0,1902.0,,,https://pypi.org/project/tensorlayer,1878.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
